Customer_ID,Customer_Name,Email,Phone,City,State,Country,Customer_Type,Status,Created_Date
C1045,Amit Naidu,,8432670323,delhi,Delhi,India,Retail,Active,2025-02-14
C1046,Nikhil Mishra,nikhilmishra1045@example.com,7258309383,Delhi,Delhi,India,Wholesale,Inactive,2025-02-15
C1047,Ravi Naidu,ravinaidu1046@example.com,9493121173,Mumbai,Maharashtra,India,Corporate,Active,2025-02-16
C1048,Vikram Naidu,vikramnaidu1047@example.com,9415046443,Delhi,Delhi,India,Corporate,Active,2025-02-17
C1049,Ravi Joshi,ravijoshi1048@example.com,7381253049,Noida,Uttar Pradesh,India,Wholesale,Active,2025-02-18
C1050,Neha Gupta,nehagupta1049@example.com,7752920396,Mumbai,Maharashtra,India,Corporate,Active,2025-02-19
C1051,Suresh Reddy,sureshreddy1050@example.com,9727132636,Hyderabad,Telangana,India,SMB,Active,2025-02-20
C1052,Rohan Gupta,rohangupta1051@example.com,9963548446,Vijayawada,Andhra Pradesh,India,Corporate,Active,2025-02-21
C1053,  arjun reddy  ,arjunreddy1052@example.com,7863003640,Pune,Maharashtra,India,Retail,Inactive,2025-02-22
C1054,Ravi Das,ravidas1053@example.com,7732197174,Kolkata,West Bengal,India,SMB,Active,2025-02-23
C1055,Rahul Iyer,rahuliyer1054@example.com,9301362383,Ahmedabad,Gujarat,India,SMB,Active,2025-02-24
C1056,Vikram Iyer,vikramiyer1055@example.com,8758693993,Delhi,Delhi,India,SMB,Active,2025-02-25
C1057,Kiran Joshi,kiranjoshi1056@example.com,7415222205,Hyderabad,Telangana,India,Wholesale,Inactive,2025-02-26
C1058,Vikram Naidu,vikramnaidu1057@example.com,8815435933,Chennai,Tamil Nadu,India,Wholesale,Active,2025-02-27
C1059,Neha Joshi,nehajoshi1058@example.com,8934328440,Chennai,Tamil Nadu,India,SMB,Inactive,2025-02-28
C1060,Priya Kumar,priyakumar1059@example.com,7005311499,Ahmedabad,Gujarat,India,Wholesale,Inactive,2025-03-01
C1061,Kavya Verma,,8492808336,Pune,Maharashtra,India,Corporate,Active,2025-03-02
C1062,Rahul Reddy,rahulreddy1061@example.com,8292154255,Delhi,Delhi,India,Wholesale,Active,2025-03-03
C1063,Divya Gupta,divyagupta1062@example.com,9855774091,Noida,Uttar Pradesh,India,Wholesale,Active,2025-03-04
C1064,Arjun Kumar,arjunkumar1063@example.com,9039622146,Ahmedabad,Gujarat,India,SMB,Inactive,2025-03-05
C1065,Arjun Singh,arjunsingh1064@example.com,8642937885,Pune,Maharashtra,India,Retail,Active,2025-03-06
C1066,Nikhil Mehta,nikhilmehta1065@example.com,8007780076,Delhi,Delhi,India,Retail,Active,2025-03-07
C1067,Arjun Kumar,arjunkumar1066@example.com,7514661654,Hyderabad,Telangana,India,Retail,Active,2025-03-08
C1068,Rahul Iyer,rahuliyer1067@example.com,8715048795,Vijayawada,Andhra Pradesh,India,Corporate,Active,2025-03-09
C1069,Meera Verma,meeraverma1068@example.com,7654621799,Noida,Uttar Pradesh,India,Wholesale,Active,2025-03-10
C1070,Kiran Nair,kirannair1069@example.com,7086012533,Kolkata,West Bengal,India,Retail,Active,2025-03-11
C1071,Nikhil Iyer,nikhiliyer1070@example.com,9319098219,Chennai,Tamil Nadu,India,SMB,Inactive,2025-03-12
C1072,Pooja Joshi,poojajoshi1071@example.com,8046497600,Bengaluru,Karnataka,India,Retail,Active,2025-03-13
C1073,Amit Reddy,amitreddy1072@example.com,9884321565,Hyderabad,Telangana,India,Retail,Inactive,2025-03-14
C1074,Vikram Kumar,vikramkumar1073@example.com,9237497492,Chennai,Tamil Nadu,India,Wholesale,Active,2025-03-15
C1075,Isha Mishra,ishamishra1074@example.com,7399127635,Mumbai,Maharashtra,India,Wholesale,Active,2025-03-16
C1076,Sneha Mehta,snehamehta1075@example.com,9678280133,Bengaluru,Karnataka,India,Wholesale,Active,2025-03-17
C1077,Rahul Verma,rahulverma1076@example.com,8104009621,Chennai,Tamil Nadu,India,Corporate,Active,2025-03-18
C1078,Vikram Mishra,vikrammishra1077@example.com,,Pune,Maharashtra,India,Corporate,Active,2025-03-19
C1079,Nikhil Das,nikhildas1078@example.com,7548525216,Noida,Uttar Pradesh,India,retail,Active,2025-03-20
C1080,Sneha Mishra,snehamishra1079@example.com,9613429236,Chennai,Tamil Nadu,India,Wholesale,Active,2025-03-21
C1081,Vikram Das,vikramdas1080@example.com,9176854475,Kolkata,West Bengal,India,Retail,Inactive,2025-03-22
C1082,Manoj Rao,manojrao1081@example.com,7684205555,Vijayawada,Andhra Pradesh,India,SMB,Active,2025-03-23
C1083,Priya Iyer,priyaiyer1082@example.com,7271051260,Pune,Maharashtra,India,SMB,Active,2025-03-24
C1084,Amit Mehta,amitmehta1083@example.com,7155307661,Hyderabad,Telangana,India,Wholesale,Active,2025-03-25
C1085,Ananya Joshi,ananyajoshi1084@example.com,7505298723,Hyderabad,Telangana,India,Wholesale,Active,2025-03-26
C1086,Divya Joshi,divyajoshi1085@example.com,8301926368,Hyderabad,Telangana,India,SMB,Inactive,2025-03-27
C1087,Isha Mehta,ishamehta1086@example.com,7976492182,Hyderabad,Telangana,India,Wholesale,Active,2025-03-28
C1088,Suresh Iyer,sureshiyer1087@example.com,8130059889,Vijayawada,Andhra Pradesh,India,Corporate,Active,2025-03-29
C1089,Vikram Mehta,vikrammehta1088@example.com,8467480812,Chennai,Tamil Nadu,India,Corporate,Active,2025-03-30
C1090,Ravi Kumar,ravikumar1089@example.com,8546774081,Delhi,Delhi,India,Wholesale,Active,2025-03-31
C1091,Isha Mishra,ishamishra1090@example.com,8635993960,Chennai,Tamil Nadu,India,SMB,Active,2025-04-01
C1092,Kiran Reddy,kiranreddy1091@example.com,7376422740,Mumbai,Maharashtra,India,Retail,Active,2025-04-02
C1093,Vikram Rao,vikramrao1092@example.com,8487440641,Noida,Uttar Pradesh,India,Wholesale,Active,2025-04-03
C1094,Neha Das,nehadas1093@example.com,8026734840,Bengaluru,Karnataka,India,Wholesale,Active,2025-04-04
C1095,Kiran Mehta,kiranmehta1094@example.com,9378562504,Delhi,Delhi,India,Retail,Inactive,2025-04-05
C1096,Rahul Kumar,,9189248960,Delhi,Delhi,India,Wholesale,Active,2025-04-06
C1097,Manoj Iyer,manojiyer1096@example.com,8312216906,Chennai,Tamil Nadu,India,Retail,Active,2025-04-07
C1098,Divya Gupta,divyagupta1097@example.com,8705022643,Delhi,Delhi,India,SMB,Inactive,2025-04-08
C1099,Nikhil Das,nikhildas1098@example.com,8201317565,Ahmedabad,Gujarat,India,Corporate,Active,2025-04-09
C1100,Kiran Patel,kiranpatel1099@example.com,8920720278,Ahmedabad,Gujarat,India,SMB,Active,2025-04-10
C1101,Rohan Mehta,rohanmehta1100@example.com,9579532995,Mumbai,Maharashtra,India,Corporate,Active,2025-04-11
C1102,Rohan Iyer,rohaniyer1101@example.com,9214826294,Bengaluru,Karnataka,India,Retail,Inactive,2025-04-12
C1103,Isha Joshi,ishajoshi1102@example.com,7694771973,Kolkata,West Bengal,India,Corporate,Inactive,2025-04-13
C1104,Vikram Sharma,vikramsharma1103@example.com,9134441898,Vijayawada,Andhra Pradesh,India,SMB,Active,2025-04-14
C1105,Arjun Kumar,arjunkumar1104@example.com,9467833998,Chennai,Tamil Nadu,India,Corporate,Inactive,2025-04-15
C1106,Rahul Kumar,rahulkumar1105@example.com,9433422651,Vijayawada,Andhra Pradesh,India,Retail,Inactive,2025-04-16
C1107,Rohan Das,rohandas1106@example.com,8679515891,Kolkata,West Bengal,India,Corporate,Inactive,2025-04-17
C1108,Rohan Sharma,rohansharma1107@example.com,7895545833,chennai,Tamil Nadu,India,Wholesale,Active,2025-04-18
C1109,Priya Joshi,priyajoshi1108@example.com,9152435723,Chennai,Tamil Nadu,India,SMB,Active,2025-04-19
C1110,Rahul Kumar,rahulkumar1109@example.com,8705869872,Bengaluru,Karnataka,India,Wholesale,Active,2025-04-20
C1111,Ravi Reddy,ravireddy1110@example.com,7499789865,Vijayawada,Andhra Pradesh,India,Retail,Active,2025-04-21
C1112,Priya Singh,priyasingh1111@example.com,9318133925,Ahmedabad,Gujarat,India,Corporate,Active,2025-04-22
C1113,Divya Iyer,divyaiyer1112@example.com,9697024940,Hyderabad,Telangana,India,Wholesale,Inactive,2025-04-23
C1114,Ananya Verma,ananyaverma1113@example.com,8634764578,Vijayawada,Andhra Pradesh,India,Wholesale,Active,2025-04-24
C1115,Sneha Verma,snehaverma1114@example.com,9896112797,Noida,Uttar Pradesh,India,Corporate,Active,2025-04-25
C1116,Suresh Gupta,sureshgupta1115@example.com,9286989289,Noida,Uttar Pradesh,India,Corporate,Active,2025-04-26
C1117,Rohan Nair,rohannair1116@example.com,7606784578,Chennai,Tamil Nadu,India,SMB,Active,2025-04-27
C1118,Ananya Gupta,ananyagupta1117@example.com,7910457862,Hyderabad,Telangana,India,Wholesale,Inactive,2025-04-28
C1119,Rahul Patel,rahulpatel1118@example.com,8308586931,Pune,Maharashtra,India,Wholesale,Active,2025-04-29
C1120,Priya Rao,priyarao1119@example.com,7347545672,Kolkata,West Bengal,India,Retail,Active,2025-04-30
C1121,Suresh Nair,sureshnair1120@example.com,8385247118,Mumbai,Maharashtra,India,SMB,Active,2025-05-01
C1122,Kavya Kumar,kavyakumar1121@example.com,8730786708,Hyderabad,Telangana,India,Retail,Active,2025-05-02
C1123,Kiran Joshi,kiranjoshi1122@example.com,7098328226,Mumbai,Maharashtra,India,Wholesale,Inactive,2025-05-03
C1124,Ananya Mishra,ananyamishra1123@example.com,7745282113,Vijayawada,Andhra Pradesh,India,Retail,Active,2025-05-04
C1125,Arjun Patel,arjunpatel1124@example.com,7660527962,Vijayawada,Andhra Pradesh,India,Wholesale,Active,2025-05-05
C1126,Sneha Reddy,snehareddy1125@example.com,9984792193,Mumbai,Maharashtra,India,Wholesale,Active,2025-05-06
C1127,Arjun Nair,arjunnair1126@example.com,7960416674,Kolkata,West Bengal,India,Retail,Active,2025-05-07
C1128,Manoj Patel,manojpatel1127@example.com,8486486993,Hyderabad,Telangana,India,Retail,Inactive,2025-05-08
C1129,Vikram Patel,vikrampatel1128@example.com,9461194193,Pune,Maharashtra,India,Corporate,Inactive,2025-05-09
C1130,Kiran Kumar,kirankumar1129@example.com,9752954111,Chennai,Tamil Nadu,India,Corporate,Active,2025-05-10
C1131,Neha Verma,nehaverma1130@example.com,9470307777,Bengaluru,Karnataka,India,Corporate,Active,2025-05-11
C1132,Swathi Gupta,swathigupta1131@example.com,7569189144,Vijayawada,Andhra Pradesh,India,Wholesale,Inactive,2025-05-12
C1133,Ravi Das,ravidas1132@example.com,9058811644,Noida,Uttar Pradesh,India,Retail,Active,2025-05-13
C1134,Swathi Verma,swathiverma1133@example.com,8347450144,Kolkata,West Bengal,India,SMB,Active,2025-05-14
C1135,Pooja Reddy,poojareddy1134@example.com,9604343390,Bengaluru,Karnataka,India,Wholesale,Active,2025-05-15
C1136,Vikram Joshi,vikramjoshi1135@example.com,9091915021,Pune,Maharashtra,India,SMB,Active,2025-05-16
C1137,Kavya Iyer,kavyaiyer1136@example.com,7597850944,Delhi,Delhi,India,Retail,Active,2025-05-17
C1138,Kavya Naidu,,9603836525,Chennai,Tamil Nadu,India,Wholesale,Inactive,2025-05-18
C1139,Isha Joshi,ishajoshi1138@example.com,7750926204,Vijayawada,Andhra Pradesh,India,SMB,Inactive,2025-05-19
C1140,Rohan Sharma,rohansharma1139@example.com,12345,Chennai,Tamil Nadu,India,SMB,Inactive,2025-05-20
C1141,Ravi Mehta,ravimehta1140@example.com,9158504834,Bengaluru,Karnataka,India,Corporate,Active,2025-05-21
C1142,  divya singh  ,divyasingh1141@example.com,8712244648,Chennai,Tamil Nadu,India,Corporate,Active,2025-05-22
C1143,Rahul Das,rahuldas1142@example.com,7628671512,Delhi,Delhi,India,Corporate,Active,2025-05-23
C1144,Kiran Naidu,kirannaidu1143@example.com,9861766284,Bengaluru,Karnataka,India,Wholesale,Inactive,2025-05-24
C1145,Arjun Reddy,,8578548340,Vijayawada,Andhra Pradesh,India,Retail,Active,2025-05-25
C1146,Kavya Reddy,kavyareddy1145@example.com,7522963425,Hyderabad,Telangana,India,Retail,Active,2025-05-26
C1147,Isha Gupta,ishagupta1146@example.com,7292797831,Noida,Uttar Pradesh,India,Corporate,Active,2025-05-27
C1148,Ravi Gupta,ravigupta1147@example.com,9053999508,Bengaluru,Karnataka,India,Corporate,Active,2025-05-28
C1149,Isha Das,ishadas1148@example.com,7110861281,Ahmedabad,Gujarat,India,Corporate,Active,2025-05-29
C1150,Rohan Gupta,rohangupta1149@example.com,9173715395,Delhi,Delhi,India,SMB,Inactive,2025-05-30
C1151,Sneha Rao,sneharao1150@example.com,7580534808,Bengaluru,Karnataka,India,Corporate,Active,2025-05-31
C1152,Neha Patel,nehapatel1151@example.com,7998800462,Bengaluru,Karnataka,India,SMB,Active,2025-06-01
C1153,Arjun Mehta,arjunmehta1152@example.com,7343448748,Ahmedabad,Gujarat,India,Retail,Active,2025-06-02
C1154,Arjun Naidu,arjunnaidu1153@example.com,9360211387,Vijayawada,Andhra Pradesh,India,Wholesale,Active,2025-06-03
C1155,Swathi Mehta,swathimehta1154@example.com,7524136575,Bengaluru,Karnataka,India,Wholesale,Active,2025-06-04
C1156,Swathi Sharma,swathisharma1155@example.com,8857564255,Noida,Uttar Pradesh,India,Wholesale,Active,2025-06-05
C1157,Arjun Mishra,arjunmishra1156@example.com,9552459355,Chennai,Tamil Nadu,India,Wholesale,Active,2025-06-06
C1158,Kiran Patel,kiranpatel1157@example.com,8339240076,Vijayawada,Andhra Pradesh,India,SMB,Inactive,2025-06-07
C1159,Ravi Patel,ravipatel1158@example.com,9173862733,Noida,Uttar Pradesh,India,SMB,Active,2025-06-08
C1160,Ravi Mehta,ravimehta1159@example.com,8887688337,Vijayawada,Andhra Pradesh,India,Corporate,Inactive,2025-06-09
C1161,Kavya Patel,kavyapatel1160@example.com,8192938460,Noida,Uttar Pradesh,India,SMB,Active,2025-06-10
C1162,Neha Verma,nehaverma1161@example.com,7453826363,Delhi,Delhi,India,Corporate,Active,2025-06-11
C1163,Arjun Kumar,arjunkumar1162@example.com,9752328069,Noida,Uttar Pradesh,India,Corporate,Inactive,2025-06-12
C1164,Ravi Joshi,ravijoshi1163@example.com,7001428127,Mumbai,Maharashtra,India,Wholesale,Active,2025-06-13
C1165,Manoj Rao,manojrao1164@example.com,7927876956,Noida,Uttar Pradesh,India,SMB,Inactive,2025-06-14
C1166,Meera Mehta,meeramehta1165@example.com,7075968554,Hyderabad,Telangana,India,SMB,Active,2025-06-15
C1167,Ananya Rao,ananyarao1166@example.com,9661110013,Hyderabad,Telangana,India,Corporate,Inactive,2025-06-16
C1168,Amit Reddy,amitreddy1167@example.com,9587946113,Kolkata,West Bengal,India,Corporate,Active,2025-06-17
C1169,Neha Das,nehadas1168@example.com,9792592443,Mumbai,Maharashtra,India,Retail,Active,2025-06-18
C1170,Priya Singh,priyasingh1169@example.com,8566796438,Mumbai,Maharashtra,India,Retail,Inactive,2025-06-19
C1171,Ravi Joshi,ravijoshi1170@example.com,7652941778,Chennai,Tamil Nadu,India,Corporate,Active,2025-06-20
C1172,Nikhil Kumar,nikhilkumar1171@example.com,8659836702,Mumbai,Maharashtra,India,Retail,Inactive,2025-06-21
C1173,Rahul Joshi,rahuljoshi1172@example.com,7263494642,Chennai,Tamil Nadu,India,Retail,Active,2025-06-22
C1174,Kavya Reddy,kavyareddy1173@example.com,9424256004,Kolkata,West Bengal,India,Corporate,Active,2025-06-23
C1175,Sneha Reddy,snehareddy1174@example.com,7823699361,Kolkata,West Bengal,India,Corporate,Inactive,2025-06-24
C1176,Rohan Kumar,rohankumar1175@example.com,8974827785,Delhi,Delhi,India,SMB,Active,2025-06-25
C1177,Divya Joshi,,7909482328,Hyderabad,Telangana,India,Corporate,Active,2025-06-26
C1178,Meera Singh,meerasingh1177@example.com,7249811585,Noida,Uttar Pradesh,India,Corporate,Active,2025-06-27
C1179,Ananya Reddy,ananyareddy1178@example.com,9081347965,Noida,Uttar Pradesh,India,Wholesale,Active,2025-06-28
C1180,Kiran Singh,kiransingh1179@example.com,,Ahmedabad,Gujarat,India,SMB,Active,2025-06-29
C1181,Rohan Mehta,rohanmehta1180@example.com,9660722590,Ahmedabad,Gujarat,India,SMB,Active,2025-06-30
C1182,Arjun Joshi,arjunjoshi1181@example.com,9985153591,Pune,Maharashtra,India,SMB,Inactive,2025-07-01
C1183,Ravi Patel,ravipatel1182@example.com,8277130190,Vijayawada,Andhra Pradesh,India,Wholesale,Active,2025-07-02
C1184,Ravi Reddy,ravireddy1183@example.com,12345,Delhi,Delhi,India,Corporate,Active,2025-07-03
C1185,Swathi Naidu,swathinaidu1184@example.com,8027270738,Pune,Maharashtra,India,SMB,Active,2025-07-04
C1186,Pooja Nair,poojanair1185@example.com,7732999560,Pune,Maharashtra,India,SMB,Inactive,2025-07-05
C1187,Arjun Gupta,arjungupta1186@example.com,7610956386,Bengaluru,Karnataka,India,Retail,Active,2025-07-06
C1188,Meera Gupta,meeragupta1187@example.com,7320532628,Bengaluru,Karnataka,India,SMB,Active,2025-07-07
C1189,Swathi Nair,swathinair1188@example.com,,Pune,Maharashtra,India,Corporate,Active,2025-07-08
C1190,Priya Nair,priyanair1189@example.com,8302556861,mumbai,Maharashtra,India,Corporate,Active,2025-07-09
C1191,Pooja Sharma,poojasharma1190@example.com,8139830253,Vijayawada,Andhra Pradesh,India,Retail,Inactive,2025-07-10
C1192,Rohan Gupta,rohangupta1191@example.com,12345,Delhi,Delhi,India,SMB,Active,2025-07-11
C1193,Ravi Naidu,,7763500806,Pune,Maharashtra,India,SMB,Inactive,2025-07-12
C1194,Suresh Rao,sureshrao1193@example.com,9972810319,Noida,Uttar Pradesh,India,SMB,Active,2025-07-13
C1195,Kavya Verma,kavyaverma1194@example.com,9970476943,Vijayawada,Andhra Pradesh,India,Wholesale,Active,2025-07-14
C1196,Pooja Verma,poojaverma1195@example.com,7267541243,Bengaluru,Karnataka,India,SMB,Active,2025-07-15
C1197,Arjun Sharma,arjunsharma1196@example.com,9654511712,Noida,Uttar Pradesh,India,Corporate,Inactive,2025-07-16
C1198,Amit Joshi,amitjoshi1197@example.com,9187951363,Bengaluru,Karnataka,India,Corporate,Inactive,2025-07-17
C1199,Vikram Naidu,vikramnaidu1198@example.com,9719528707,Bengaluru,Karnataka,India,Wholesale,Active,2025-07-18
C1200,Sneha Mishra,snehamishra1199@example.com,7983094823,Vijayawada,Andhra Pradesh,India,Wholesale,Inactive,2025-07-19
C1201,Isha Kumar,ishakumar1200@example.com,7999204964,Bengaluru,Karnataka,India,SMB,Active,2025-07-20
C1202,Neha Mehta,nehamehta1201@example.com,9642347366,Kolkata,West Bengal,India,Retail,Active,2025-07-21
C1203,Kavya Mehta,kavyamehta1202@example.com,7948340091,Hyderabad,Telangana,India,Wholesale,Active,2025-07-22
C1204,Divya Reddy,divyareddy1203@example.com,8315349299,Kolkata,West Bengal,India,Wholesale,Inactive,2025-07-23
C1205,Nikhil Joshi,nikhiljoshi1204@example.com,7746261724,Hyderabad,Telangana,India,SMB,Active,2025-07-24
C1206,Priya Sharma,priyasharma1205@example.com,9679612211,Ahmedabad,Gujarat,India,SMB,Active,2025-07-25
C1207,Manoj Naidu,manojnaidu1206@example.com,9816311715,Ahmedabad,Gujarat,India,Wholesale,Inactive,2025-07-26
C1208,Rohan Patel,rohanpatel1207@example.com,9263625851,Bengaluru,Karnataka,India,Retail,Inactive,2025-07-27
C1209,Pooja Rao,poojarao1208@example.com,8830014182,Delhi,Delhi,India,Wholesale,Active,2025-07-28
C1210,Nikhil Rao,nikhilrao1209@example.com,7561396798,Delhi,Delhi,India,SMB,Inactive,2025-07-29
C1211,Suresh Joshi,sureshjoshi1210@example.com,8738596030,Hyderabad,Telangana,India,SMB,Active,2025-07-30
C1212,Rahul Kumar,rahulkumar1211@example.com,8931810365,Noida,Uttar Pradesh,India,Wholesale,Active,2025-07-31
C1213,Neha Singh,nehasingh1212@example.com,9809234175,Vijayawada,Andhra Pradesh,India,Retail,Active,2025-08-01
C1214,Divya Joshi,divyajoshi1213@example.com,7835897340,Bengaluru,Karnataka,India,Wholesale,Inactive,2025-08-02
C1215,Rahul Verma,rahulverma1214@example.com,8521433058,Vijayawada,Andhra Pradesh,India,Wholesale,Inactive,2025-08-03
C1216,Sneha Rao,sneharao1215@example.com,8579514374,Kolkata,West Bengal,India,SMB,Inactive,2025-08-04
C1217,Amit Patel,amitpatel1216@example.com,9257025178,Delhi,Delhi,India,Retail,Active,2025-08-05
C1218,Nikhil Reddy,nikhilreddy1217@example.com,8778673755,Mumbai,Maharashtra,India,Corporate,Active,2025-08-06
C1219,Neha Patel,nehapatel1218@example.com,9068605909,Kolkata,West Bengal,India,Retail,Active,2025-08-07
C1220,Kavya Mishra,kavyamishra1219@example.com,7759724486,Kolkata,West Bengal,India,Wholesale,Active,2025-08-08
C1221,Swathi Joshi,swathijoshi1220@example.com,8662490620,Hyderabad,Telangana,India,Wholesale,Active,2025-08-09
C1222,Pooja Mehta,poojamehta1221@example.com,7047378941,Chennai,Tamil Nadu,India,Wholesale,Active,2025-08-10
C1223,Manoj Kumar,manojkumar1222@example.com,8067644086,Kolkata,West Bengal,India,Retail,Active,2025-08-11
C1224,Manoj Joshi,manojjoshi1223@example.com,8787367809,Bengaluru,Karnataka,India,SMB,Active,2025-08-12
C1225,Rahul Iyer,rahuliyer1224@example.com,7574682685,Pune,Maharashtra,India,Wholesale,Active,2025-08-13
C1226,Kiran Joshi,kiranjoshi1225@example.com,9067357402,Pune,Maharashtra,India,Wholesale,Inactive,2025-08-14
C1227,Ravi Iyer,raviiyer1226@example.com,8797790100,Bengaluru,Karnataka,India,Retail,Active,2025-08-15
C1228,Ravi Nair,ravinair1227@example.com,7082430197,Chennai,Tamil Nadu,India,Corporate,Inactive,2025-08-16
C1229,Priya Mehta,priyamehta1228@example.com,8115889230,Chennai,Tamil Nadu,India,Corporate,Inactive,2025-08-17
C1230,Kavya Naidu,kavyanaidu1229@example.com,9500307604,Hyderabad,Telangana,India,SMB,Active,2025-08-18
C1231,Neha Mishra,nehamishra1230@example.com,9924764630,Delhi,Delhi,India,SMB,Active,2025-08-19
C1232,Ravi Mishra,ravimishra1231@example.com,7588881721,Vijayawada,Andhra Pradesh,India,Wholesale,Inactive,2025-08-20
